title,details,type,type_id,host,date,time,location,link
Info Session 2,Come meet the brothers of Lambda Phi Epsilon and learn more about our organization.,Lecture/Talk,4,Lambda Phi Epsilon,"Sun, Jan 23, 2022",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1437549
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Jan 23, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413462
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Jan 23, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413476
Info Session I,Meet the brothers of Lambda Phi Epsilon and learn more about our organization.,Lecture/Talk,4,Lambda Phi Epsilon,"Wed, Jan 19, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1433128
Enneagram Workshop,"After taking a curated quiz, learn from an enneagram expert how to maximize your personality type's potential and minimize predictable pitfalls in the workforce.",Lecture/Talk,4,Duke Association for Business Oriented Women,"Wed, Jan 19, 2022",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1431910
Arete Fellowship Info Session #2,"Info session for the Arete Fellowship, run by Duke Effective Altruism",Lecture/Talk,4,Effective Altruism: Duke,"Wed, Jan 19, 2022",6 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1433090
Arete Fellowship Info Session,"Info session for the Arete Fellowship, run by Duke Effective Altruism",Lecture/Talk,4,Effective Altruism: Duke,"Tue, Jan 18, 2022",6 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1433078
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Jan 16, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413461
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Jan 16, 2022",2:30 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1413475
LGBTQIA Human Rights in Colombia,Talk from Colombia Diversa on LGBTQIA Human Rights in Colombia,Lecture/Talk,4,Nicholas Queer Network,"Thu, Jan 13, 2022",5:30 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1368200
Duke WC4BL Racial Justice Action Hour,"This is a monthly event that is sometimes held virtually and sometimes in person in which members come together for 1 hour every month to learn about a cause and participate in collective activism (calling senators, sending emails, signing petitions, etc.)",Lecture/Talk,4,White Coats for Black Lives,"Wed, Jan 12, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1389718
Overview of Persian music principal modals,"Persian music is often classified into seven modals, each reflecting certain emotions. In this talk, Mohammad Khodadai, a talented Persian music instrumentalist and composer, gives an overview of the principal modals and presents examples of each modal.",Lecture/Talk,4,Graduate Student Association of Iranians at Duke,"Wed, Jan 12, 2022",6:45 PM – 8:45 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1431181
General Body Meeting & Investor Training Program,Weekly GBM for all and ITP session for interested students,Lecture/Talk,4,Duke Investment Club,"Sun, Jan 9, 2022",2:30 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1413460
"""The Other Dimension"" series: Dr. Sara Safari","In this lecture, Dr. Safari talks about education for refugees, its challenges, current status, and how it can be improved. She is an author, speaker, mountain climber, college professor, Electrical Engineer, and advocate for women empowerment. She has received the award for The Global Citizen from United Nations Association in 2015. She is a board member and director of development in Empower Nepali Girls foundation. She also has received the award for Outstanding Practice with Broad Impact in the area of women and leadership from the International Leadership Association in 2017.",Lecture/Talk,4,Graduate Student Association of Iranians at Duke,"Wed, Dec 15, 2021",6:45 PM – 8:45 PM EST (GMT-5),-,https://dukegroups.com/events/rsvp?id=1332605
Lambda Phi Epsilon Info Session,Introduction of Lambda Phi Epsilon.,Lecture/Talk,4,Lambda Phi Epsilon,"Wed, Jan 18, 2023",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1955193
Venture Capital 101,"Introduction to venture capital, how to evaluate startups, and how to find roles in investing and startups.",Lecture/Talk,4,The Cube,"Tue, Jan 17, 2023",6:30 PM – 8 PM EST (GMT-5),Old Chemistry 116,https://dukegroups.com/events/rsvp?id=1951632
Emerging Tech Panel,"DuQIS, DAML, and WiT will be hosting an emerging tech panel.Food Provided (Guasaca)",Lecture/Talk,4,Duke Undergraduate Quantum Information Society,"Wed, Dec 7, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1911175
Duke RAM Coalfield Clinic Reflection,"Join us for a reflection on our experience volunteering at the RAM clinic in Coalfield, TN.",Lecture/Talk,4,Duke Remote Area Medical ,"Tue, Dec 6, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1772513
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Dec 4, 2022",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814295
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Dec 3, 2022",1:30 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734926
Climate Justice and Disability Rights,"Join the Climate Justice House Course in a guest lecture and discussion around disability rights and climate justice in North Carolina. Individuals with disabilities are among the most impacted by the adverse impacts of climate change, such as extreme weather events, economic shocks, and ecological degradation. We will be joined by Vicki Smith, executive director of Alliance of Disability Advocates to discuss the intersection of disability rights and climate justice.",Lecture/Talk,4,Undergraduate Environmental Union,"Thu, Dec 1, 2022",7 PM – 8:30 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1796426
Intro to Consulting and Policy with DIIG,"The Duke Impact Investing Group will be hosting an intro to consulting and policy-work, as well as providing tips and tricks to each one's recruiting processes.",Lecture/Talk,4,Duke Impact Investing Group,"Thu, Dec 1, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1893257
Intro to Data and Tech with DIIG,"The Duke Impact Investing Group will be hosting an introductory event to the data and tech (software, hardware engineering, etc.) fields, as well as tips and tricks to the recruiting process.",Lecture/Talk,4,Duke Impact Investing Group,"Tue, Nov 29, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1893261
Intro to Data and Tech with DIIG,"The Duke Impact Investing Group will be hosting an introductory event to the data and tech (software, hardware engineering, etc.) fields, as well as tips and tricks to the recruiting process.",Lecture/Talk,4,Duke Impact Investing Group,"Tue, Nov 29, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1896684
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Nov 27, 2022",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814294
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Nov 26, 2022",1:30 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734925
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 23, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830064
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 23, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830074
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 23, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830081
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 23, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830089
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 23, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830099
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Nov 20, 2022",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814293
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Nov 19, 2022",1:30 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734924
Duke EMS Interviews,Interviews for the Duke EMS Empowerment Scholarship,Lecture/Talk,4,Duke University EMS,"Fri, Nov 18, 2022",5 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1906677
Lunch conversation with data scientist and biogeochemist Dr. Kateri Salk,"Join us for a lunch conversation with an aquatic ecologist and former visiting assistant professor at Duke Dr. Kateri Salk. Lunch will be provided.Dr. Kateri Salk is a limnologist and biogeochemist with 9 years of research experience in field, laboratory, and data analysis settings. To date, her work has focused on management-relevant water quality issues including nutrient cycling, harmful algal blooms, and PFAS contamination. She has worked in academic and consulting settings, leading efforts in fundamental research and management support for agencies including the North Carolina Department of Environmental Quality and the International Institute for Sustainable Development. Dr. Salk is a former visiting faculty at Duke and currently works as an aquatic ecologist at a consulting and engineering company Tetra Tech.Dr. Salk will speak to us about data analytics in the aquatic sciences, her experience working in academia and the private sector, and the technical skills that are useful to know in the environmental field.Food Provided (Lunch will be provided )",Lecture/Talk,4,Nicholas School Data Science Group,"Fri, Nov 18, 2022",12:30 PM – 1:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1909800
Intro to Finance Info Session with DIIG,Members of the Duke Impact Investing Group will be introducing the finance industry as well as providing tips and tricks for the recruiting process for Duke students.,Lecture/Talk,4,Duke Impact Investing Group,"Thu, Nov 17, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1893253
Democratic Backsliding: South Asian Authoritarianism and its Implications for US Policy,The Alexander Hamilton Society is excited to host Dan Markey esteemed expert on the Quad and its development,Lecture/Talk,4,The Alexander Hamilton Society,"Thu, Nov 17, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1904375
Why Plant-Based Meat is the Future and How Data Science Helps,"Animal agriculture is a technological anachronism - the inherent biology and physics of animals ultimately limit the commodities produced from them. In the long run, plant and microbial-based food will be tastier, healthier, and more affordable than conventional animal-based products and simultaneously usher in significant benefits for humanity, animal kind, and planet Earth.Join Karthik Sekar, a Senior Data Scientist at Climax Foods and author of the book ""After Meat"" for an educational session on alternative proteins and the ways in which data science can be leveraged to build a successful career in the field!",Lecture/Talk,4,The Duke Alt Protein Project,"Thu, Nov 17, 2022",6:45 PM – 7:45 PM EST (GMT-5),Duke Divinity School - Gray Building (classroom 228),https://dukegroups.com/events/rsvp?id=1878201
Duke RAM Speaker Series: Physicians,Join us for a talk with physicians from Duke University Hospital and more.,Lecture/Talk,4,Duke Remote Area Medical ,"Thu, Nov 17, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1772399
NCUC Speaker Series Event,"Come out to hear North Carolina Utility Commissioner, Jeff Hughes, speak about the job of a utility commission, the commission's role in implementing the NC Carbon Plan, and how the commission balances the competing interests of various stakeholders. This is an extremely timely event because the Commission must choose a Carbon plan to be implemented by December of this year that will achieve emissions reductions in North Carolina of 70% from 2005 levels by 2030. In general, Jeff is a great partner to the university and a great lecturer. This (https://www.canarymedia.com/articles/guides-and-how-tos/power-by-people-puc-involvement-guide) is a great article about the role that state utility commission's wield in implementing the pace and scale of the energy transition at the state level.Food Provided (guasaca)",Lecture/Talk,4,Nicholas School Energy Club,"Thu, Nov 17, 2022",4 PM – 5 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1899941
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 16, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830062
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 16, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830073
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 16, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830080
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 16, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830088
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 16, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830097
Investment Club Josh Klaczek Speaker Event,"Josh Klaczek will be giving a talk on his work across equity research hand hedge fund investing at Citadel, Third Point and JP Morgan, with a specific focus on his new interest in digital assets investing.",Lecture/Talk,4,Duke Investment Club,"Wed, Nov 16, 2022",10 AM – 11 AM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1897680
Duke RAM Warsaw Clinic Reflection,"Join us for a reflection on our experience volunteering at the RAM clinic in Warsaw, TN.",Lecture/Talk,4,Duke Remote Area Medical ,"Tue, Nov 15, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1772478
"Different Backgrounds, Same Truth","Join Duke Students Supporting Israel as we welcome panelists from Reservists on Duty for ""Different Backgrounds, Same Truth."" In this panel, Jewish, Christian, Muslim, and Druze Israelis come together to uncover lies and disinformation about Israel by sharing their stories of growing up in different communities, yet side-by-side as part of the same nation.Food Provided",Lecture/Talk,4,Students Supporting Israel,"Tue, Nov 15, 2022",6:30 PM – 7:30 PM EST (GMT-5),Reuben-Cooke 130 (Zener Auditorium),https://dukegroups.com/events/rsvp?id=1885772
Fireside chat with Harish Vemuri of Bain & Company,"Join us virtually for a fireside chat with Harish Vemuri, a senior manager at Bain & Company who focuses on alternative proteins and sustainable food systems. He formerly worked in Business Development at Nature's Fynd, a startup developing fungi-based alternatives to meat and dairy.Harish will discuss the various career opportunities available to students interested in alternative proteins, including the work done by consulting firms in the space. This event will also be relevant to students interested in the consulting space in general. There will be time for Q&A, so come prepared to engage!",Lecture/Talk,4,The Duke Alt Protein Project,"Mon, Nov 14, 2022",7:30 PM – 8:30 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1871534
Internship Panel,Internship panel of second year MEM energy studentsFood Provided (mellow mushroom pizza),Lecture/Talk,4,Nicholas School Energy Club,"Mon, Nov 14, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1889971
Internship and Experiences 101 with MAPS,Come join MAPS and the career center to talk all about internships and different pre-health experiences.Food Provided (Burritos from Chipotle ),Lecture/Talk,4,Minority Association of Pre-Medical Students,"Mon, Nov 14, 2022",6 PM – 7 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1884316
Duke EMS Interviews,Interviews for the Duke EMS Empowerment Scholarship,Lecture/Talk,4,Duke University EMS,"Mon, Nov 14, 2022",5 PM – 10 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1906631
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Nov 13, 2022",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814292
Chess Meeting,"Weekly meetings for the Duke University Chess Club, which will include lessons with our coach Levan Bregadze",Lecture/Talk,4,Duke University Chess Club,"Sat, Nov 12, 2022",1:30 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734923
DukeAFRICA/Yale Symposium,"The Yale Africa Innovation Symposium generally invites African representatives across US universities to attend seminar workshops called ""innovation labs"", on various topic areas including financial services, healthcare, digital content creation and more. It's also a great networking opportunity as we take pride in Africa through a gala by the end of the weekend.",Lecture/Talk,4,DukeAFRICA,"Sat, Nov 12, 2022",8 AM – 11 PM EST (GMT-5),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1882374
Games and Culture,"Games and culture are deeply intertwined. How do the games we play reflect our cultures, and how do our cultures give rise to the games that we play? Join us for a discussion with Duke GameLab director and AMES department professor Shai Ginsburg! Game Night to follow in Classroom 5 and 6.",Lecture/Talk,4,LangDorm,"Fri, Nov 11, 2022",6:30 PM – 9 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1861892
Resource Sovereignty as Environmental Justice in First Nations Salmon Fisheries,"Join the Climate Justice House Course in a guest lecture and discussion around climate justice and food systems. We will be joined by Julia Bingham, a PhD candidate of Marine Science and Conservation, Duke University Marine Lab. Their research interrogates the processes and structures of fishery governance and coastal management, and their implications for coastal communities.The webinar will cover topics of climate justice in British Columbia with a focus on challenges faced by indigenous communities regarding resource sovereignty.",Lecture/Talk,4,Undergraduate Environmental Union,"Thu, Nov 10, 2022",7 PM – 8 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1796397
Jas┼½r Magazine X Helen Zughaib,"Join Jas┼½r Magazine on November 10, 6 PM EST to speak with Helen Zughaib, an Arab-American artist whose work has been gifted to heads of state such as President Obama and former Secretary of State Hillary Clinton.Helen Zughaib is a critically acclaimed artist currently based in Washington D.C. Originally from Beirut, Lebanon her artwork explores themes of migration, gender, and religion through a vast array of mediums, such as gouache and collage. With exhibitions and artwork on display in the White House, World Bank, Library of Congress, the American Embassy in Baghdad, Iraq, and the Arab American National Museum, Zughaib brings many unique career insights as a successful artist from the Middle East. In this event with Jas┼½r Magazine, Zughaib will discuss the steps she took to launch her career as a successful artist, and will explore the importance of artistic exchange for cross-cultural diplomacy.",Lecture/Talk,4,Jas┼½r Magazine,"Thu, Nov 10, 2022",6 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1882228
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 9, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830059
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 9, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830072
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 9, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830079
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 9, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830087
Duke Cyber GBM,The general body meeting for our organization,Lecture/Talk,4,Duke Cyber,"Wed, Nov 9, 2022",6:30 PM – 7:30 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1830095
Incarcerated Narratives: A Trans Experience,"We will host a speaker event with Grace Detrevarah about the intersection of LGBT rights and criminal justice. She is LGBT Liaison, Wellness and Prevention at Osborne Association, a social justice organization that provides services for individuals, families and communities affected by the criminal legal system.",Lecture/Talk,4,Duke Justice Project,"Wed, Nov 9, 2022",6 PM – 7 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1891211
Dr. Huchko DMEJ Speaker Event,Dr. Megan Huchko will give a discussion and Q&A to members of DMEJ and the campus community,Lecture/Talk,4,Duke Medical Ethics Journal,"Wed, Nov 9, 2022",5 PM – 6 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1886637
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Tue, Nov 8, 2022",9:30 PM – 10 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1863066
GANO College Admissions Speaker Event,A Duke Admissions officer will come speak to our tutees about the college admissions process to help them support their children through the process,Lecture/Talk,4,Gente Aprendiendo para Nuevas Oportunidades,"Tue, Nov 8, 2022",6 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1889636
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Mon, Nov 7, 2022",7 PM – 7:30 PM EST (GMT-5),Online Event,https://dukegroups.com/events/rsvp?id=1863062
Environmental Security: Leveraging Resources for Power in the Middle East,"The Alexander Hamilton Society is thrilled to host Erica Weinthal on campus to discuss pressing environmental issues in the Middle East. The speaking event will discuss how water and energy resources are targeted and leveraged in conflicts. It will also explore how environmental terrorism is used as a tool to influence civilian populations through multiple case studies, e.g., Syria, Yemen, Israel/Palestinian Territories, etc.",Lecture/Talk,4,The Alexander Hamilton Society,"Mon, Nov 7, 2022",7 PM – 8 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1893695
Delta Sigma Pi Recruitment training,"Seminars every Sunday going over recruitment tips and tricks for new members—understanding interviews, networking, and job placement",Lecture/Talk,4,Delta Sigma Pi,"Sun, Nov 6, 2022",12 PM – 2 PM EST (GMT-5),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1814291
"Medicine, Humanities, and Business Celebration","Dr. Quinn Wang of Quadrant Eye (https://www.quadranteye.com/about-us) will be speaking at Duke's Fall 2022 Medicine, Humanities, and Business Celebration on Saturday, November 5th from 6pm-8pm in Schiciano Auditorium. This is the second in a series of events striving to highlight the powerful relationship between great literature and great medicine with the first being the Grace Li Medicine, Literature, & Culture event last spring.Speaker info:Dr. Quinn Wang is a Duke and UCSF trained comprehensive ophthalmologist and Y-Combinator venture startup founder. She graduated from Duke University in 2010 with a BA in English Literature and with an MD from the Duke University School of Medicine in 2015.  Dr. Wang will highlight how an immersive undergraduate background in English literature allowed her to take a creative (and successful) leap from practicing surgeon to startup CEO.  She will also speak of the opportunity (and challenge!) involved in being a female leader in both the surgery & startup scenes of Silicon Valley.",Lecture/Talk,4,The Writers' Collective,"Sat, Nov 5, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827127
MHB celebration,"Dr. Quinn Wang, Co-Founder and CEO of Quadrant Eye, will be speaking at Duke's Fall 2022 Medicine, Humanities, and Business (MHB) Celebration on Saturday, November 5th from 6pm-8pm in the Schiciano Auditorium. Dr. Wang is a Duke and UCSF trained comprehensive ophthalmologist and Y-Combinator venture startup founder. She graduated from Duke University in 2010 with a BA in English Literature and with an MD from the Duke University School of Medicine in 2015.  Dr. Wang talk about her experiences working as Silicon-valley digital health startup founder with a nontraditional tech background.  She will also discuss how an immersive undergraduate background in the humanities gave her a uniquely competitive advantage in the leap from private practice eye surgeon to startup CEO.  Refreshments, Q&A opportunities, as well as the chance to network with Dr. Wang will be provided at the event.  Register here.",Lecture/Talk,4,American Medical Women's Association Undergraduate Chapter,"Sat, Nov 5, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1887515
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Fri, Nov 4, 2022",2 PM – 2:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1863024
PPL 101 Seminar,Each Thursday we will be hosting seminars meant to introduce members into the fundamentals of general aviation flying and inform them on the process of becoming Private Pilot. Seminars are taught by licensed pilots and may include guest appearances from faculty and other industry speakers. Open to all Duke community.,Lecture/Talk,4,Duke Aviators,"Thu, Nov 3, 2022",8 PM – 9 PM EDT (GMT-4),Perkins Link Classroom 2,https://dukegroups.com/events/rsvp?id=1854797
DIIG Buley Speaker Event,John buley will be coming to speak to the analysts.,Lecture/Talk,4,Duke Impact Investing Group,"Thu, Nov 3, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1891916
Duke RAM General Body Meeting,Join us for a general body meeting in which we will go over past and future RAM events.,Lecture/Talk,4,Duke Remote Area Medical ,"Wed, Nov 2, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1772383
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Wed, Nov 2, 2022",5 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1863265
Dr. Huchko DMEJ Speaker Event,Dr. Megan Huchko will give a talk to members of DMEJ about medical ethics.,Lecture/Talk,4,Duke Medical Ethics Journal,"Wed, Nov 2, 2022",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1871930
HRL Resident Assistant Information Session,"Interested in learning how you can help build community here at Duke? Join this information session to learn about the impact and expectations for serving in the Resident Assistant position with Housing and Residence Life Staff. Applications are now being accepted for Spring 2023 (November 3rd priority deadline) and for next academic year (January 9th priority deadline).If you have questions, please contact rlselections@duke.edu",Lecture/Talk,4,Housing & Residence Life,"Mon, Oct 31, 2022",10 AM – 11 AM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1862983
