title,details,type,type_id,host,date,time,location,link
Letters for Love,Customize write letters for service!,Social,2,alpha Kappa Delta Phi,"Fri, Sep 16, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1713812
LangDorm: Karaoke Night,"Come join us for a fun night of sing-along songs -- we will take any requests! We just invested in a brand new karaoke machine and the sound quality is awesome, can't wait to show it off :)",Social,2,LangDorm,"Fri, Sep 16, 2022",7 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1772668
Grad/Prof Queer Rodeo,"Join fellow LGBTQ+ graduate and professional students for a queer rodeo! We will have rodeo food, cowboy boot and cactus cups, rainbow bandanas, supplies to decorate your own cowboy hats, cow cup pong, and square dancing lessons!",Social,2,Center for Sexual and Gender Diversity,"Fri, Sep 16, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1692087
DSO Retreat,DSO off-campus weekend social,Social,2,Duke Symphony Orchestra,"Fri, Sep 16, 2022 5:00 PM –","Sun, Sep 18, 2022 3:00 PM EDT (GMT-4)",Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1749332
Loco Pops Pop-Up,Greetings Duke Questies! Get ready for our first Questbridge event of the year! There will be Loco Pops and a game of Get-to-Know-You bingo. Come by the East Backyard Quad to meet your fellow Questies and have a good time!Food Provided,Social,2,Duke QuestBridge Chapter,"Fri, Sep 16, 2022",4:30 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1746157
Sandwiches and Slay,A kickback featuring sandwiches and everything you need to create a slay poster for Durham Pride!,Social,2,Center for Sexual and Gender Diversity,"Fri, Sep 16, 2022",4 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1756680
Sanford Journal Presents: Beer and Brainstorming,"Learn about the Journal of Public Policy, brainstorm topics, meet with professors, catch-up with friends, enjoy some pizza and beer!Food Provided (Pizza and chips)",Social,2,Sanford Journal of Public Policy,"Fri, Sep 16, 2022",3:30 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1742938
Falls Lake Nature and Birding!,"Join us as we look for wildlife at several spots along the shore of Falls Lake! We expect to find a variety of migrant songbirds, shorebirds, and waterbirds. We will explore forest, swamp, lake, and mudflat habitats to see whatever nature we can find! *Snacks will be provided* This is a perfect trip for experienced birders, those looking to learn about birds, and anyone interested in exploring these cool habitats8:30am - 12:30pm. Friday, September 16th. Meeting place: Hickory Hill Boat Ramp (12 minutes from campus), carpooling available and encouraged!. Contact: ckl25@duke.edu for any questions",Social,2,Nicholas School Naturalists,"Fri, Sep 16, 2022",8:30 AM – 12:30 PM EDT (GMT-4),Falls Lake- Hickory Hill Boat Ramp and nearby sites,https://dukegroups.com/events/rsvp?id=1768643
Exec Office Hours,"Come ask any questions, sit down and chat with an exec, have an exec review your resume, or really anything you want!",Social,2,Duke Association for Business Oriented Women,"Thu, Sep 15, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1656737
Energy Clubs Mixer,Event for students from undergraduate and graduate energy clubs to meet one another.,Social,2,Duke Energy Club,"Thu, Sep 15, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1745787
LHM Kickoff Party,"Join us at our yearly Latinx Heritage Month (LHM) Kickoff Party! It will be a fun event filled with music, food and celebration of our Latinx Identity.Food Provided",Social,2,Mi Gente,"Thu, Sep 15, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1644595
DOSC Meeting and Social,Meeting for DOSC members to update on upcoming DOSC events and socialize with other members.,Social,2,Duke Optical Student Chapter,"Thu, Sep 15, 2022",4:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1761070
Away Team Recruitment Social #1,Basically just a chance for people interested in DIRA to meet away team members. We'll play MUN themed games like the 1-minute game.,Social,2,Duke International Relations Association (DIRA),"Wed, Sep 14, 2022",9 PM – 10 PM EDT (GMT-4),Languages 109,https://dukegroups.com/events/rsvp?id=1742366
CMA Casual Community Chat,"A casual community chat space where community members and partners can explore relevant multicultural topics, cultivate cross-cultural relationships, & engage in intentional coalition building.",Social,2,Center for Multicultural Affairs,"Wed, Sep 14, 2022",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1694582
Information Session #2,Learn about who we are and what we value at aKDPhi!,Social,2,alpha Kappa Delta Phi,"Tue, Sep 13, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1713809
LangDorm Team Games,Our first big open event will involve a series of fun and casual games that we will be playing in teams! The purpose is to build community and have the games act as a way to break the ice in a very low-stress setting.,Social,2,LangDorm,"Tue, Sep 13, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1746305
ShredX,Cube members and rushees will pitch their hilariously bad ideas in a startup pitch deck format.,Social,2,The Cube,"Tue, Sep 13, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1707593
Special Olympics Unified Kickoff Event,"Welcome back to our Special Olympics Unified Programming! This event kicks off the start of our flag football season, which starts the following week. If you are interested in playing Flag football or Basketball in the Spring come join!Food Provided (Guasaca)",Social,2,Special Olympics College,"Tue, Sep 13, 2022",6:30 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1716690
Cube Member Meet-and-Greet,"Interested students will be able to talk one-on-one with current Cube members about entrepreneurship, venture capital, and their favorite startups. No entrepreneurship experience required. Open to all Duke students.",Social,2,The Cube,"Mon, Sep 12, 2022",8 PM – 9 PM EDT (GMT-4),Social Sciences 136,https://dukegroups.com/events/rsvp?id=1755689
Committee Introductions,Rotate through and learn about each BOW committee!,Social,2,Duke Association for Business Oriented Women,"Mon, Sep 12, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1656741
LangDorm Open House Night 2,"This will be the second open of the semester! We will have a small presentation on what LangDorm's missions are and the types of events that we host on campus. After, we will have mini games and snacks provided so participants can meet our members, and the participants can stay as long as they like!Food Provided (Small snacks: small sodas and crackers.)",Social,2,LangDorm,"Mon, Sep 12, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1746304
Spanish Conversation Club,Come join the Duke International Student Center (DISC) for our weekly Spanish Conversation Club gathering,Social,2,Duke International Student Center,"Mon, Sep 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Smith Warehouse Bay 5 (second floor),https://dukegroups.com/events/rsvp?id=1770356
English Conversation Club,Stop by the Duke International Student Center for our weekly English Conversation Club!,Social,2,Duke International Student Center,"Mon, Sep 12, 2022",5:30 PM – 6:30 PM EDT (GMT-4),"Smith Warehouse, Bay 5 (second floor)",https://dukegroups.com/events/rsvp?id=1770265
The Cube - Rush Info Session I,"Come learn about The Cube, Duke's community for student entrepreneurs. We will provide an overview of the organization and the rush process, followed by a meet-and-greet session with current members. Open to sophomores and juniors.",Social,2,The Cube,"Sun, Sep 11, 2022",8 PM – 9 PM EDT (GMT-4),Reuben-Cooke 130,https://dukegroups.com/events/rsvp?id=1746069
KUSA GBM,Come celebrate Chuseok and get to know KUSA members!,Social,2,Korean Undergraduate Student Association,"Sun, Sep 11, 2022",5 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1728265
BDU Welcome Reception!!,"Come eat some free snacks (gluten-free and vegan options included!), play switch games, and help make a banner to hang in the CSGD. Join us for a welcoming space, new friends, and a fun break from your Sunday studies!",Social,2,Blue Devils United,"Sun, Sep 11, 2022",1 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1751419
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Sep 11, 2022",12:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649092
Pizza Picnic,Pizza Picnic for AHS recruitment.,Social,2,The Alexander Hamilton Society,"Sat, Sep 10, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1717516
Duke Anime Club Interest Meeting,Come learn about Duke Anime Club and its activities!Discord:https://discord.gg/ZHRBcvm,Social,2,Duke Anime Club,"Sat, Sep 10, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1734485
Duke Pickleball Meet n' Greet,Interested in joining Duke's Pickleball Club? Come meet our current members and learn more about how to get involved with the club at our meet and greet event! We will be providing refreshments and equipment to create a casual atmosphere to mingle and pickle.,Social,2,Duke Club Pickleball,"Sat, Sep 10, 2022",4 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1658909
Speed Dating,Join us for sister speed dating!,Social,2,alpha Kappa Delta Phi,"Fri, Sep 9, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1698296
Poet's Social,Meet like-minded artists! Practice spoken word poetry! Learn about upcoming opportunities and events at Duke spoken verb's first event of the year!,Social,2,Spoken Verb,"Fri, Sep 9, 2022",7 PM – 8 PM EDT (GMT-4),Social Sciences 105,https://dukegroups.com/events/rsvp?id=1749342
FAH Fest,"Gathering together first year and upper level undergraduate students to meet and socialize in an inclusive, diverse community setting.",Social,2,Duke Catholic Center (Undergraduate Students),"Fri, Sep 9, 2022",6 PM – 9 PM EDT (GMT-4),Falcone Arena House,https://dukegroups.com/events/rsvp?id=1673484
Duke Gaming Smash Tournament,Free to compete Super Smash Bros. Ultimate tournament.,Social,2,Duke Gaming,"Fri, Sep 9, 2022",6 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1748226
Ice Cream Social,Enjoy some ice cream and chat with BOW members!,Social,2,Duke Association for Business Oriented Women,"Fri, Sep 9, 2022",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1647543
Duke Diya Samosa Social,"First-Years!! Come to our Samosa Social to learn more about Diya! There will be Samosas provided, and we are so excited to meet you :)Food Provided",Social,2,Duke Diya (South Asian Students Association),"Fri, Sep 9, 2022",5 PM – 7 PM EDT (GMT-4),Backyard Quad on East Campus,https://dukegroups.com/events/rsvp?id=1672674
Insomnia Cookies and Pillowmaking,Come to the CSGD for free cookies and fabric for pillow making for your dorm!Food Provided (Insomnia Cookies),Social,2,Center for Sexual and Gender Diversity,"Fri, Sep 9, 2022",4 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1736897
DIRA Mafia,"Mafia Event for DIRA Recruitment.Info Session #1 for DIRA RecruitmentThe Duke International Relations Association,  or DIRA, is a close-knit community of politically-minded individuals who engage with the world around us through Model UN and IR-related discourse.We host two annual conferences: DISCon (our collegiate security conference) and DUMUNC (our high school conference).We also compete on the collegiate circuit, traveling to  Georgetown, Harvard, Columbia, McGill, and many others.Lastly, we publish Duke's premier international relations magazine, Borderless, which we write, edit, and produce ourselves.",Social,2,Duke International Relations Association (DIRA),"Thu, Sep 8, 2022",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1656750
Tour Guide Interest Meeting,An interest meeting to distribute information regarding the recruitment and selection process for the Tour Guide program.,Social,2,Duke Tour Guides,"Thu, Sep 8, 2022",8 PM – 9 PM EDT (GMT-4),White Lecture Hall,https://dukegroups.com/events/rsvp?id=1705769
In-group Space Mixer,"Learn about our in-group spaces (APIQ, QTPOC, Trangout, and Ace Space), grab some food, and play games.",Social,2,Center for Sexual and Gender Diversity,"Thu, Sep 8, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1639269
Conociendo tu Gente,Get to know tu gente at Mi Gente's first general body meeting! Enjoy some arepas and have a shot at being the first to hit the piñata for some candy!Food Provided (Arepas and candy (from the pi├▒ata)),Social,2,Mi Gente,"Thu, Sep 8, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1652217
First GBM meeting!,Come play some games and eat some pizza with us!Food Provided,Social,2,Native American/Indigenous Student Alliance,"Thu, Sep 8, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1756077
SJP General Body Meeting!,"Students for Justice in Palestine (SJP) will be hosting a general body meeting to field new exec members, generate ideas for future events, and receive feedback on what students want to see from SJP. We'll have insomnia cookies at the event as well!Food Provided (50 Insomnia Cookies! )",Social,2,Duke Students for Justice in Palestine,"Wed, Sep 7, 2022",7:30 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1746222
Information Session #1,Learn about who we are and what we value at aKDPhi!,Social,2,alpha Kappa Delta Phi,"Wed, Sep 7, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1713798
CMA Casual Community Chats,"September 7th Topic: Welcome Back to Duke and Get to Know the CMA!A casual community chat space where community members and partners can explore relevant multicultural topics, cultivate cross-cultural relationships, & engage in intentional coalition building.",Social,2,Center for Multicultural Affairs,"Wed, Sep 7, 2022",12 PM – 1:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1694575
DDA First Social,We will be hosting a social event to welcome new and returning members!Food Provided,Social,2,Duke Disability Alliance,"Tue, Sep 6, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1716893
Duke SHPE General Body Meeting,"Duke SHPE's first GBM! A small meeting where we will be introducing the board, discussing events for the semester such as National Convention, and just getting to know everyone!Food Provided (Maku's Empanadas Catering 
Options from Steak Empanadas, Chicken Empanadas, and Rice and Beans (vegan option))",Social,2,Society of Hispanic Professional Engineers,"Tue, Sep 6, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1719067
Duke Be The Match On Campus First Meeting 2022,First meeting of the year! Come enjoy some free pizza and learn about the interworkings of Duke BTM and our plans for the upcoming year.Food Provided (Pizza),Social,2,Be The Match On Campus,"Tue, Sep 6, 2022",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1690818
Duke Catholic Center Than-a-thon,Duke students calling and thanking donors for their gifts from the previous year.Food Provided (Pizza and Maple View Ice Cream),Social,2,Duke Catholic Center (Undergraduate Students),"Tue, Sep 6, 2022",6 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1673457
Recruitment Information Session II,"Come to learn more about Business Oriented Women! Learn more about our organization, ask any questions, and chat with exec members!",Social,2,Duke Association for Business Oriented Women,"Tue, Sep 6, 2022",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1646880
Ice Cream Social,Ice Cream Social for AHS new member recruitment,Social,2,The Alexander Hamilton Society,"Mon, Sep 5, 2022",8:30 PM – 9:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1717490
Club Ski & Snowboard Information Session,Start of the year information meeting for returning and prospective members to learn about Club Ski and Snowboard,Social,2,Club Ski & Snowboard,"Mon, Sep 5, 2022",8 PM – 9 PM EDT (GMT-4),White Lecture Hall,https://dukegroups.com/events/rsvp?id=1680993
DukeHAND 1st GBM!,This is the first general body meeting of Duke Helping Hands for Alzheimer's and other Neurological Disorders (DukeHAND)! Join us to learn more about our club and opportunities to volunteer with individuals with dementia in our community.,Social,2,Duke Helping Hands for Alzheimers and other Neurological Disorders,"Mon, Sep 5, 2022",7 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1714136
Recruitment Information Session I,"Come for a presentation and Q&A session to learn more about Business Oriented Women! You will have a chance to get a general overview, learn about us, and chat with some Exec members!",Social,2,Duke Association for Business Oriented Women,"Mon, Sep 5, 2022",6 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1647325
Active Minds Finals Treat,Active Minds is providing a little food and beverage treat during the week of finals!,Social,2,Duke Active Minds,"Mon, Aug 7, 2023",10:45 AM – 12 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2136359
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jul 21, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119349
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jul 19, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119348
Annual Exhibit Opening Reception,"To mark the opening of the annual Art of a Scientist exhibit, we would like to invite all participating scientists, artists, and coordinators, as well as the community around us to enjoy the artworks, share our stories, and spread the word about Art of a ScientistFood Provided (hors d'oeuvres)",Social,2,Art of a Scientist,"Sat, Jul 15, 2023",6 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2126080
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jul 14, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119347
oSTEM Queer Trivia Night!,Join oSTEM for a trivia night at Fullsteam Brewery with a special queer-themed round! oSTEM members will receive some drinks and snacks on us!,Social,2,oSTEM at Duke University,"Thu, Jul 13, 2023",8 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2129564
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jul 12, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119346
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jul 7, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119345
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jul 5, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119344
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jun 30, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119343
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jun 28, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119342
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jun 23, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119341
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jun 21, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119340
BGPSA Juneteenth Brunch,Commemorative Juneteenth brunch for members of the Duke Black Graduate and Professional Student Association (BGPSA).,Social,2,Black Graduate and Professional Students Association,"Sun, Jun 18, 2023",12 PM – 4 PM EDT (GMT-4),JB Duke Hotel,https://dukegroups.com/events/rsvp?id=2124554
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jun 16, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119339
WiSE Trivia Night,Trivia,Social,2,Women in Science & Engineering,"Wed, Jun 14, 2023",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2104848
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jun 14, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119338
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jun 9, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119337
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, Jun 7, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119336
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, Jun 2, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119335
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, May 31, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119331
DISA Summer Social,"Come join Duke Indian Student Association at our Summer Social. A nice day to cool'off and enjoy snacks, movie trivia, antakshari and games with DISA members.",Social,2,Duke University Indian Students Association (Graduate),"Fri, May 26, 2023",5 PM – 8 PM EDT (GMT-4),Teer 106,https://dukegroups.com/events/rsvp?id=2112866
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Fri, May 26, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119334
Arts Annex Summer Hours,Open studio kit rental for the Summer from 12-4pm Wednesday and Fridays,Social,2,Arts Annex,"Wed, May 24, 2023",12 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2119333
Mother's day Concert,"We're excited to announce that we'll be celebrating Mother's Day in collaboration with the Iranian Student Association of NC State University. To make the occasion even more special, we'll be hosting a fun concert featuring Sasi, one of Iran's most famous singers, and his talented team. The concert will take place in the Triangle Area, where we hope to bring together our community for a night of entertainment and celebration.",Social,2,Graduate Student Association of Iranians at Duke,"Sun, May 14, 2023",7 PM – 10 PM EDT (GMT-4),Stewart concert hall,https://dukegroups.com/events/rsvp?id=2097363
c/o 2023 Graduating Students Celebration,"You're kind of a big deal--and it's time to celebrate you!!Warmest of congratulations to the graduating class of 2023! You've made it to the finish line, and it's time for us to eat, drink, and be merry in your honor. Featuring a curated menu of seasonal appetizers, light dinner eats, and an open bar. This event is open to all Duke University Graduate students and their guests. Can't wait to see you there!",Social,2,Graduate and Professional Student Government,"Thu, May 11, 2023",7 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2027171
Graduation and Farewell Brunch,"Join the Duke International Student Center staff on Thursday, May 11th for brunch at Smith Warehouse, 114 S. Buchanan Blvd, Bay 5, second floor. We would love to help you celebrate your great achievement and an end to a successful year. Join us anytime between 10:30 and 1:00 for food, and conversation.Food Provided",Social,2,Duke International Student Center,"Thu, May 11, 2023",10:30 AM – 1 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2084208
WiSE Trivia Night,Trivia social event,Social,2,Women in Science & Engineering,"Wed, May 10, 2023",8 PM – 10 PM EDT (GMT-4),Bull McCabe's Irish Pub,https://dukegroups.com/events/rsvp?id=2071923
Finals Study Break,"Come take a break from studying, enjoy some delectable free food, and play an escape room in a box.Food Provided",Social,2,Duke American Society of Mechanical Engineers,"Mon, May 1, 2023",6 PM – 7:30 PM EDT (GMT-4),Broadhead Center Meeting Room 2,https://dukegroups.com/events/rsvp?id=2100911
BOW Exec Meeting,This is a weekly meeting venue for Duke BOW's executive board.,Social,2,Duke Association for Business Oriented Women,"Sun, Apr 30, 2023",12:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1649123
DPT Black & White Ball 2023,The Black and White Ball for Duke's Doctor of Physical Therapy students,Social,2,DPT Class Officers,"Sat, Apr 29, 2023",6 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2039531
DCC Student Director- Small Group Leader Social,Social for DCC leaders to interact and take a study break,Social,2,Duke Catholic Center (Undergraduate Students),"Sat, Apr 29, 2023",5 PM – 8 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2095619
SSMU Study Break,Looking for a way to destress during reading period? Come join us for the Statistical Science Majors Union study break event in the Old Chem lobby! We will also be giving out goodie bags!,Social,2,Statistical Science Majors Union,"Sat, Apr 29, 2023",3 PM – 5 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2103544
Service Thank You Dinner,The DCC will be hosting a dinner for all those who participated in service events during the 2022-2023 school year.Food Provided,Social,2,Duke Catholic Center (Undergraduate Students),"Fri, Apr 28, 2023",5:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2067321
E-Social,Check @dukeesg on instagram for info or email esgduke@gmail.com.,Social,2,Engineering Student Government,"Fri, Apr 28, 2023",5 PM – 6:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1827505
NAACP Study Break,Study break for members to relax and eat cookies.Food Provided (Insomnia Cookies),Social,2,Duke National Association for the Advancement of Colored People,"Fri, Apr 28, 2023",2 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2095738
APIQ Study Brunch,Study Brunch for Asian Pacific Islander Queer In-Group space! Join us for free food and fun before finals with other Asian LGBTQ+ students! The event on April 28th in the Center for Sexual and Gender Diversity in the Bryan Center from 12pm to 3pm. Persons who anticipate needing accommodations or who have questions about access may contact csgd@studentaffairs.duke.edu in advance of the program. Hope to see you there!,Social,2,Center for Sexual and Gender Diversity,"Fri, Apr 28, 2023",12 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2082359
Thursday Night Soirée [DUML],Spring Semester Event for Duke University's Marine Lab Graduate Students,Social,2,Graduate and Professional Student Government,"Thu, Apr 27, 2023",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2075099
H-Town Hottie Darty,"Come out to BSA's LDOC Cookout featuring music, food, lawn games, and good vibes!",Social,2,Black Student Alliance,"Wed, Apr 26, 2023",1 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=2100166
