title,details,type,type_id,host,date,time,location,link
Web Scraping Workshop,Learn how to web scrape using R,Workshop/Short Course,3,Duke Sports Analytics Club,"Tue, Nov 1, 2022",7:30 PM – 8:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1879979
Special Topics: Stress Relief with Shrinkydinks!,"Looking for a trick or treat alternative?  Allow life stressors to shrink away while you design and create your own shrinkydink art. Shrinkydinks were popularized in the 70s and 80s and sold as kits to color and bake. Local artist Hyewon Grigoni will demo and guide you through drawing out your own images and designs (no drawing experience needed!) on plastic film, and shrinking them in her traveling oven. Watch the magic as your shrinkydink becomes three times as small, and nine times as thick as the original film. Your creations can be enjoyed on their own, or fastened to earring backs, magnets, wearable art, key chains and more. You will delight in the condensed colorization and miniature size of your tiny art piece. Remember, anyone can make shrinkydinks, no matter their artistic level! Come willing to have fun and enjoy your personal creations by the end of the workshop. All supplies will be provided, but funky materials to showcase final pieces are highly encouraged.Wearing costumes to the workshop is encouraged!",Workshop/Short Course,3,Duke Arts Create,"Mon, Oct 31, 2022",6 PM – 8 PM EDT (GMT-4),Duke Arts Annex,https://dukegroups.com/events/rsvp?id=1867202
Coding for the Environment Tableau Workshop,A tableau workshop for Nicholas School graduate studentsFood Provided (Candy will be provided ),Workshop/Short Course,3,Nicholas School Data Science Group,"Mon, Oct 31, 2022",2 PM – 3 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1883140
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sun, Oct 30, 2022",2 PM – 3:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799900
Acrylic Lamp Workshop,We want to laser cut acrylic and make a lamp base that will light up the etching.Sign up: https://forms.gle/fmi98ZHXU8NyAogc7,Workshop/Short Course,3,Duke Conservation Tech,"Sun, Oct 30, 2022",2 PM – 4 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1826329
Community Organizing Workshop,We are co-hosting a community organizing workshop with GPSG CANFood Provided,Workshop/Short Course,3,Policy for the People,"Sat, Oct 29, 2022",11 AM – 1 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1872640
A2i Workshops,"A2i is a program at Duke focused on helping humanities and social science PhD students find, apply for, and secure employment outside of academia. While the content, industry partners, and guest presenters will be tailored for humanities and social science doctoral candidates, other graduate and professional students from Duke are welcome to attend.WORKSHOPS - Fridays, 12:00 PM - 1:00 PM (ONLINE)- Oct. 7th: job searching- Oct. 14th: from CVs to resumes- Oct. 21st: interviewing- Oct. 28th: offer letters and negotiationRegistration and virtual meeting links are in separate event pages on Handshake!",Workshop/Short Course,3,Career Center,"Fri, Oct 28, 2022",12 PM – 1 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1837730
Duke Deewana Rehearsal,Rehearsal for Duke's Premier South Asian A Capella Fusion Team,Workshop/Short Course,3,Duke Deewana,"Thu, Oct 27, 2022",8 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1780551
Duke Quantitative Finance Meeting,"Weekly meeting as part of our Education Bootcamp to provide mentorship and training on financial markets, trading, and mathematical modeling.",Workshop/Short Course,3,Duke Quantitative Trading,"Thu, Oct 27, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1848455
Duke ASL Fall 2022 Lessons,Come join us for free ASL lessons with a certified instructor! No experience required and all skill levels are welcome - even (and especially) if you have no sign knowledge.,Workshop/Short Course,3,Duke ASL,"Thu, Oct 27, 2022",6 PM – 7 PM EDT (GMT-4),Classroom Building 103,https://dukegroups.com/events/rsvp?id=1754789
Coping with Climate Change: Navigating our Future Feelings for the Planet and Ourselves,"Feeling nervous, overwhelmed, or even apathetic about climate change and our planet's future? Climate change and the waves of problems our planet faces in the future can be crushing, especially in graduate school.Duke's Graduate and Professional Student Government and Duke CAPS have partnered to bring a workshop to manage these feelings. This workshop will create space for graduate and professional students to process their emotions, build coping mechanisms, and form meaningful relationships with other students, faculty, and staff struggling with how to best help the planet and the people on it.As this is a group workshop, confidentiality cannot be guaranteed. However, a CAPS mental health professional will be on site and available for any questions, comments, and concerns about information sharing and confidentiality.Food Provided",Workshop/Short Course,3,Graduate and Professional Student Government,"Thu, Oct 27, 2022",5:15 PM – 6:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1868120
Chef's Demo,"Join us for a chef's demo with the 2021 winner of The Food Network's TV show, ""Chopped!""16 VIP seats are available. Once the VIP seats have all been reserved General Admission tickets will be available. VIP seats will each have their own cook station and will participate in the hands-on chef's demo. General Admission seats will have the opportunity to watch the demo at The Chef's Kitchen.",Workshop/Short Course,3,Dining,"Thu, Oct 27, 2022",5 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1855545
Asexuality 101,"Registration and pre-assessment here: https://duke.qualtrics.com/jfe/form/SV_bjA5nNuSEsmfhiuThis training is an introductory workshop that allows students, staff, and faculty the opportunity to learn about identities on the asexual spectrum including but not limited to asexual, aromantic,  and demisexual identities. By attending this training, participants will understand what asexuality means and how to create spaces of welcome and inclusion for asexual and aromantic communities.",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Thu, Oct 27, 2022",12 PM – 1:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1639238
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665373
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665385
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665396
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665407
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665418
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 26, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665429
Doctoral Career Exploration Group,"Would you like to explore the career options available to you after completing your doctoral degree at Duke? If so, this group is for you!Join the Duke Career Center for a 5-week series dedicated to career exploration led by career advisers. In this group setting, you will learn how to:- Connect your skills, interests, and values to a wide range of occupations- Use a strategic approach to career exploration and research- Make informed career decisions- Effectively connect with Duke alumni and other professionals- Build a strong career community to last a lifetimeThis series is intended to be exploratory and most appropriate for doctoral students who plan to graduate in May 2023 or later. This group is open to students enrolled in doctoral programs of The Graduate School and the Divinity School.  Participants should commit to attending each session. Please note, there will be a small amount of pre-work between sessions.",Workshop/Short Course,3,Career Center,"Wed, Oct 26, 2022",1 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1870099
Gelli Printing Workshop,"Come PLAY WITH AND EXPLORE gel printing!! Gelli printing is a playful, easy type of printmaking that strays from the traditional goal of most printing methods, which is reproduction. We will use found and discarded materials along with other tools to make a handful of unique, vibrant abstract prints! No artistic experience required!",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 25, 2022",6 PM – 8 PM EDT (GMT-4),Arts Annex,https://dukegroups.com/events/rsvp?id=1870637
Effective Meetings - Next Level Leadership,"Meetings can sometimes be the least fun and most frustrating aspect of being in a student organization. Come to this session to discuss how to improve your meetings to make your organization more effective, efficient, and fun!",Workshop/Short Course,3,Student Involvement & Leadership,"Tue, Oct 25, 2022",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1840630
Koru 2.0 Meditation Class Starting October 25th | 2:30pm-3:45pm,"Have you taken our first Koru class and looking for more? Join 2.0 as a refresher AND learn new skills like chair yoga! A free non-credit bearing course designed with supporting students as they learn/practice mindfulness and meditation. This is class is open to all current Duke students (undergraduate, graduate, professional, scholar).Dates: October 25th, November 1st, 8th, 15thTime: 2:30PM-3:45PMLocation: Student Wellness Center 144",Workshop/Short Course,3,Student Wellness Center,"Tue, Oct 25, 2022",2:30 PM – 3:45 PM EDT (GMT-4),Student Wellness Center Room 144,https://dukegroups.com/events/rsvp?id=1669332
Pride Foundational 3: On Allyship and Action,"Registration and pre-assessment here: https://duke.qualtrics.com/jfe/form/SV_bjA5nNuSEsmfhiuLearn concrete actions you can take to provide tangible support, engage in advocacy, and move towards greater social equity for individuals with marginalized sexual orientations, romantic orientations, gender identity, and gender expressions.",Workshop/Short Course,3,Center for Sexual and Gender Diversity,"Tue, Oct 25, 2022",12 PM – 1:30 PM EDT (GMT-4),Private Location (register to display),https://dukegroups.com/events/rsvp?id=1639236
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sun, Oct 23, 2022",2 PM – 3:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799898
Trevor Takemoto Workshop,"A free and open workshop for all Duke Students to provide the opportunity for students to learn dance in a safe/open environment. Will offer two sessions, one for beginners and one for intermediate/advanced dancers.",Workshop/Short Course,3,Duke Dance Council,"Sat, Oct 22, 2022",5 PM – 9 PM EDT (GMT-4),Arts Annex,https://dukegroups.com/events/rsvp?id=1858973
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sat, Oct 22, 2022",11 AM – 12:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799837
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sat, Oct 22, 2022",11 AM – 12:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799850
Film & Video: Take 2: Location Sound Recording,"The Cinematic Arts Filmcraft Workshop Series gives students the opportunity to learn hard skills and advance their ability in practical areas of filmmaking, such as cinematography, editing, post-production, and sound. The workshops run for six weeks, starting the Friday that drop/add ends, September 9th. Each workshop is offered twice, on Friday afternoon and the following Saturday morning. No experience or registration is required.",Workshop/Short Course,3,Duke Arts Create,"Sat, Oct 22, 2022",10 AM – 12 PM EDT (GMT-4),CINEMATIC ARTS FILM STUDIO IN RAC 232,https://dukegroups.com/events/rsvp?id=1867177
ACF- Chinese Brush Painting and Calligraphy,Learn how to paint bamboo with Chinese brush painting and how to write Chinese calligraphy! This is beginner-friendly and a step-by-step tutorial will be performed for you to follow along to.,Workshop/Short Course,3,Asian Students Association,"Fri, Oct 21, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1856032
Wellness & Self-Care: Yoga For Relaxation & Focus,"Feeling stressed and scattered? Join Courtney Liu (Duke alum, professional dancer, yoga instructor) for a yoga class customized to reduce tension, ease fatigue, and increase concentration and flow. You'll leave feeling refreshed and ready to finish the semester strong! If you have your own mat, please bring it (a limited number will be available).DISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities. Participation by Duke University or Duke University Health System employees in this program is completely voluntary. Employees are free to join or take part (or not take part) with no repercussion or reflection (positive or negative) on their employment.",Workshop/Short Course,3,Duke Arts Create,"Fri, Oct 21, 2022",6 PM – 7:30 PM EDT (GMT-4),Rubenstein Arts Center Room 124,https://dukegroups.com/events/rsvp?id=1870555
A2i Workshops,"A2i is a program at Duke focused on helping humanities and social science PhD students find, apply for, and secure employment outside of academia. While the content, industry partners, and guest presenters will be tailored for humanities and social science doctoral candidates, other graduate and professional students from Duke are welcome to attend.WORKSHOPS - Fridays, 12:00 PM - 1:00 PM (ONLINE)- Oct. 7th: job searching- Oct. 14th: from CVs to resumes- Oct. 21st: interviewing- Oct. 28th: offer letters and negotiationRegistration and virtual meeting links are in separate event pages on Handshake!",Workshop/Short Course,3,Career Center,"Fri, Oct 21, 2022",12 PM – 1 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1837729
Film & Video: Location Sound Recording,"The Cinematic Arts Filmcraft Workshop Series gives students the opportunity to learn hard skills and advance their ability in practical areas of filmmaking, such as cinematography, editing, post-production, and sound. The workshops run for six weeks, starting the Friday that drop/add ends, September 9th. Each workshop is offered twice, on Friday afternoon and the following Saturday morning. No experience or registration is required.",Workshop/Short Course,3,Duke Arts Create,"Fri, Oct 21, 2022",10 AM – 12 PM EDT (GMT-4),CINEMATIC ARTS FILM STUDIO IN RAC 232,https://dukegroups.com/events/rsvp?id=1867136
Duke Deewana Rehearsal,Rehearsal for Duke's Premier South Asian A Capella Fusion Team,Workshop/Short Course,3,Duke Deewana,"Thu, Oct 20, 2022",8 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1780550
Duke Quantitative Finance Meeting,"Weekly meeting as part of our Education Bootcamp to provide mentorship and training on financial markets, trading, and mathematical modeling.",Workshop/Short Course,3,Duke Quantitative Trading,"Thu, Oct 20, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1848454
Karsh Conversations: Social Media Masterclass with Audrey Fenske '09,"Have you thought about how people see you online? As the world continues to use virtual interactions, personal branding is crucial in shaping how people perceive you. Join us for a social media and personal branding master class with an interactive review of students' online presences.Audrey Fenske, T'09 is an award-winner dancer and choreographer. With degrees in Developmental Psychology and Dance from Duke, she is a teacher, communicator, event and program manager, and champion of the arts. She currently works in marketing and communications for Duke Alumni Engagement and Development.Agenda:- 30 minutes of social media and personal branding best practices- 3 reviews of student handles/websites- Open question & answer",Workshop/Short Course,3,Career Center,"Thu, Oct 20, 2022",7 PM – 8 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1850242
Duke ASL Fall 2022 Lessons,Come join us for free ASL lessons with a certified instructor! No experience required and all skill levels are welcome - even (and especially) if you have no sign knowledge.,Workshop/Short Course,3,Duke ASL,"Thu, Oct 20, 2022",6 PM – 7 PM EDT (GMT-4),Classroom Building 103,https://dukegroups.com/events/rsvp?id=1754788
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665372
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665384
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665395
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665406
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665417
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 19, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665428
Ceramics: Nature Inspired Cups,"In this workshop participants will use ceramics hand-building methods to make beautiful, textured cups or mugs using found objects from nature. All levels welcome- no experience necessary!",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 19, 2022",6 PM – 8 PM EDT (GMT-4),Duke Arts Annex,https://dukegroups.com/events/rsvp?id=1867098
Textile Arts Ornament Making,"Would you like to learn hand sewing or become more comfortable with it, or just take a break and make something cute you can keep or give as a gift? This workshop will include an introduction to basic hand sewing while you make your own custom felt ornament(s) to take home. A variety of patterns spanning seasons and pop culture will be available to use, and supplies will be provided. These make great stocking stuffers and dorm decor! All skill levels welcome!",Workshop/Short Course,3,Duke Arts Create,"Wed, Oct 19, 2022",6 PM – 8 PM EDT (GMT-4),"Bryan Center Costume Shop, room 043",https://dukegroups.com/events/rsvp?id=1870513
Get Cooking,"The Chef's Kitchen Get Cooking course is a FREE five consecutive week class that provides you with the hands-on foundation of knowledge and skills to be confident to tackle cooking meals and entertaining on your own. In this course, you'll develop knowledge of culinary methods techniques and the basics of cooking. This course will cover cooking topics including kitchen safety, knife skills, stir-frying, flavor profiling, stocks, soup, and sauce making. You will also learn and use a variety of dry and moist-heat cooking methods with an emphasis on healthy approaches to preparing meals. Students, when signing up for this class please be aware that this is a 5-class commitment, since each class is based off of the previous class.",Workshop/Short Course,3,Dining,"Wed, Oct 19, 2022",5 PM – 7 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1847359
Doctoral Career Exploration Group,"Would you like to explore the career options available to you after completing your doctoral degree at Duke? If so, this group is for you!Join the Duke Career Center for a 5-week series dedicated to career exploration led by career advisers. In this group setting, you will learn how to:- Connect your skills, interests, and values to a wide range of occupations- Use a strategic approach to career exploration and research- Make informed career decisions- Effectively connect with Duke alumni and other professionals- Build a strong career community to last a lifetimeThis series is intended to be exploratory and most appropriate for doctoral students who plan to graduate in May 2023 or later. This group is open to students enrolled in doctoral programs of The Graduate School and the Divinity School.  Participants should commit to attending each session. Please note, there will be a small amount of pre-work between sessions.",Workshop/Short Course,3,Career Center,"Wed, Oct 19, 2022",1 PM – 2 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1870097
Textile Arts: Weaving 101,"Create a miniature weaving on a credit card loom! Learn the basics of warp, weft, and the tabby stitch. Once you learn these simple steps you may be amazed at how adaptable the process can be.",Workshop/Short Course,3,Duke Arts Create,"Tue, Oct 18, 2022",6 PM – 8 PM EDT (GMT-4),Arts Annex,https://dukegroups.com/events/rsvp?id=1865092
Koru Meditation Class Starting October 18th | 3:00pm-4:15pm,"Are you interested in learning different skills to help you relax, focus on the present, and explore self-compassion, gratitude, etc? Join Koru Meditation! A free non-credit bearing course designed with supporting students as they learn/practice mindfulness and meditation. This is class is open to all current Duke students (undergraduate, graduate, professional, scholar).Dates: October 18th, 25th, November 1st, 8thTime: 3:00PM-4:15PMLocation: Brodhead Center Meeting Room 216Teacher Bio: After dabbling in meditation as a young adult, I got serious about it 12 years ago while participating in a Duke research study looking at the benefit of meditating on participants' levels of happiness, stress and their ability to focus. The impact of becoming more mindful through meditation was so immediate and powerful that I began a regular practice and pursued certification to be a Koru mindfulness instructor. I have enjoyed witnessing the positive impact on students' sleep, stress level and concentration as they incorporate the skills learned in Koru classes.",Workshop/Short Course,3,Student Wellness Center,"Tue, Oct 18, 2022",3 PM – 4:15 PM EDT (GMT-4),Brodhead Center Meeting Room 216,https://dukegroups.com/events/rsvp?id=1791562
Music & Audio: Creating Music with Ableton Music Software,"This semester join PhD candidate Brooks Frederickson in a deep dive into the industry-standard recording and performing software Ableton Live. Throughout the semester we'll look closely at Ableton's robust built-in synths, drum samples, effects and utilities. The ideas and concepts discussed at these workshops will be designed not only to teach you the specifics of Albeton's software, but to teach you the fundamentals of digital sound synthesis and manipulation, which can be applied to any other DAW – Logic, Reaper, Garageband, etc. Students do not need to own Ableton, as the Ruby's computer lab is outfitted with computers that have Ableton already installed on them.",Workshop/Short Course,3,Duke Arts Create,"Mon, Oct 17, 2022",6 PM – 8 PM EDT (GMT-4),"RUBENSTEIN ARTS CENTER, COMPUTER LAB, 234",https://dukegroups.com/events/rsvp?id=1867075
Presidents' Roundtable - Next Level Leadership,"Being the President of a student organization is different from every other role. Join us for a community-building circle just for student organization presidents. At this hour-long event, meet other student org presidents and learn from each other about challenges and solutions you're facing in your student org.",Workshop/Short Course,3,Student Involvement & Leadership,"Mon, Oct 17, 2022",5 PM – 6 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1840339
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sun, Oct 16, 2022",2 PM – 3:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799896
Microcontroller Music Box,Come join us to learn arduino and make your own music box! Fill out the RSVP so we know how many people to expect: https://forms.gle/H1zozVJLFpBTXgWN8,Workshop/Short Course,3,Duke Conservation Tech,"Sat, Oct 15, 2022",3:30 PM – 5:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1826325
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sat, Oct 15, 2022",11 AM – 12:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799832
Arete Session,We have weekly sessions for the Duke Effective Altruism introductory fellowship called the Arete Fellowship.Each room will have about 5 people: 4 fellows and a facilitator. There will be about 20-25 people from Duke EA in the link dispersed across the 4 small group study rooms.,Workshop/Short Course,3,Effective Altruism: Duke,"Sat, Oct 15, 2022",11 AM – 12:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1799849
A2i Workshops,"A2i is a program at Duke focused on helping humanities and social science PhD students find, apply for, and secure employment outside of academia. While the content, industry partners, and guest presenters will be tailored for humanities and social science doctoral candidates, other graduate and professional students from Duke are welcome to attend.WORKSHOPS - Fridays, 12:00 PM - 1:00 PM (ONLINE)- Oct. 7th: job searching- Oct. 14th: from CVs to resumes- Oct. 21st: interviewing- Oct. 28th: offer letters and negotiationRegistration and virtual meeting links are in separate event pages on Handshake!",Workshop/Short Course,3,Career Center,"Fri, Oct 14, 2022",12 PM – 1 PM EDT (GMT-4),Online Event,https://dukegroups.com/events/rsvp?id=1837728
Duke Deewana Rehearsal,Rehearsal for Duke's Premier South Asian A Capella Fusion Team,Workshop/Short Course,3,Duke Deewana,"Thu, Oct 13, 2022",8 PM – 10 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1780549
DBS Tech 101,"In this event, we're going to go over the different kinds of tech fields, their recruiting process, and any other questions you might have",Workshop/Short Course,3,Duke Business Society,"Thu, Oct 13, 2022",8 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1846788
Duke Quantitative Finance Meeting,"Weekly meeting as part of our Education Bootcamp to provide mentorship and training on financial markets, trading, and mathematical modeling.",Workshop/Short Course,3,Duke Quantitative Trading,"Thu, Oct 13, 2022",7 PM – 9 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1848451
Duke ASL Fall 2022 Lessons,Come join us for free ASL lessons with a certified instructor! No experience required and all skill levels are welcome - even (and especially) if you have no sign knowledge.,Workshop/Short Course,3,Duke ASL,"Thu, Oct 13, 2022",6 PM – 7 PM EDT (GMT-4),Classroom Building 103,https://dukegroups.com/events/rsvp?id=1754787
Ballet Barre For All Bodies,"Ballet Barre For All Bodies re-imagines the dance class as a radically inclusive and supportive environment for a diverse range of movers. In the workshop, we will center the joy of dancing as we explore the traditional principles of ballet technique in a fun and affirming environment. Participants will have the opportunity to stretch, bend, balance, twirl, and soar while discovering the inner and outer strength and grace that ballet cultivates.A variety of modifications will be offered to adapt class combinations for a wide range of abilities. Movers of all levels, backgrounds, and identities are welcome and encouraged to join. Participants should wear comfortable clothes, bare feet, socks or flat dance shoes.DISCLAIMER: This program involves physical exertion and movement through and across space, so before beginning ensure you have adequate clear, safe space free of obstacles to move and are wearing appropriate footwear for the floor surface. If more than one person will be participating, ensure adequate space to avoid contact with other participants. It is your responsibility to use personal judgment concerning the degree of your participation in the activities, and to determine that you are in proper physical condition to participate in such activities.",Workshop/Short Course,3,Duke Arts Create,"Thu, Oct 13, 2022",6 PM – 7:30 PM EDT (GMT-4),The Ark Dance Studio on East Campus,https://dukegroups.com/events/rsvp?id=1853975
Duke University Stand-Up Troupe's Weekly Workshop,Please join Duke's sole stand-up comedy group—DUST—for our weekly workshop. No auditions or cuts. No prior experience required. All are welcome!,Workshop/Short Course,3,Duke University Stand-up Troupe,"Wed, Oct 12, 2022",6:30 PM – 7:30 PM EDT (GMT-4),Private Location (sign in to display),https://dukegroups.com/events/rsvp?id=1665371
